student_id,name,age,gender,graduation_year,degree,major,gpa,internship_experience,skills,location,employed_after_grad,time_to_employment,predicted_job_title,actual_job_title,industry,skills_used,company_type,salary_range
S09928,Edward Murillo,24,Female,2018,BA,Political Science,2.32,Yes,"artist, may, responsibility, stage, pattern, sure",Nasugbu,False,,,,,,,
S02068,Kathryn Gonzalez,22,Male,2019,BS,Nursing,2.26,No,"page, open, full, old, hope, matter, seat",Nasugbu,True,1.0,Case Manager,Case Manager,Social Work,"page, open",Private,40k-60k
S09082,Susan Tran,25,Female,2018,BSE,Social Work,2.12,Yes,"safe, population, race",Calaca,True,1.0,Software Developer,Software Developer,Tech,"safe, population, race",Private,>60k
S08744,Jackie Castillo,22,Male,2023,BSE,Social Work,2.94,Yes,"type, long, your",Batangas City,True,6.0,Gallery Assistant,Gallery Assistant,Art,"type, long, your",Government,>60k
S00644,Lauren Bradshaw,30,Male,2024,BFA,Fine Arts,2.44,Yes,"city, parent, because, continue, area",Tanauan,False,,,,,,,
S09374,John Harmon,30,Female,2020,BA,Political Science,2.83,No,"keep, brother, ten, reduce",Nasugbu,True,1.0,Teacher,Teacher,Education,"keep, brother, ten",Government,<15k
S05103,Tanya Morales,27,Male,2021,BA,Political Science,2.17,Yes,"price, final, each",Calaca,True,4.0,Instructional Designer,Instructional Designer,Education,"price, final",NGO,40k-60k
S05460,Briana Jordan,29,Male,2023,BFA,Fine Arts,3.93,Yes,"value, yet, serious, information, so, truth, onto",Nasugbu,False,,,,,,,
S01637,Sandra Morales,25,Female,2023,BS,Nursing,3.05,Yes,"just, building, no, reality, trial, Mrs, tend",Calaca,True,1.0,Medical Assistant,Medical Assistant,Healthcare,"just, building, no",Private,>60k
S00120,Christopher Adams,22,Male,2020,BS,Computer Science,3.75,Yes,"challenge, left, within",Lipa,True,4.0,Medical Assistant,Medical Assistant,Healthcare,"challenge, left",Private,15k-25k
S02981,Amber Willis,28,Female,2023,BFA,Fine Arts,2.92,No,"magazine, never, interview, rich, employee",Calaca,False,,,,,,,
S05069,Linda Ochoa,24,Female,2022,BSE,Social Work,3.33,Yes,"radio, knowledge, opportunity, our",Lipa,False,,,,,,,
S03074,Theodore Roberts,29,Female,2019,BFA,Fine Arts,3.3,Yes,"next, where, list, vote, actually, tell",Batangas City,False,,,,,,,
S08927,Janice Brown,24,Male,2018,BSE,Social Work,2.36,No,"girl, can, television, foreign, others",Lipa,False,,,,,,,
S03278,Albert Perry,21,Male,2020,BS,Nursing,2.09,Yes,"stop, laugh, together",Calaca,True,5.0,IT Support,IT Support,Tech,"stop, laugh",Government,25k-40k
S02135,David Richardson,24,Male,2019,BS,Education,3.35,Yes,"since, quickly, apply, skill, truth, by",Batangas City,False,,,,,,,
S08941,Richard Barrera,26,Male,2023,BA,Political Science,3.78,Yes,"better, record, American, success, staff, shoulder, best",Tanauan,False,,,,,,,
S04970,Molly Barton,26,Male,2019,BA,Communication,2.19,No,"tough, war, it, total, wide",Tanauan,True,3.0,IT Support,IT Support,Tech,"tough, war, it",Startup,25k-40k
S06195,Craig Thomas,25,Male,2024,BSE,Social Work,2.25,Yes,"certain, phone, book, author",Nasugbu,False,,,,,,,
S00134,Craig Coleman,21,Female,2020,BFA,Fine Arts,3.68,Yes,"at, around, forget, such, early",Tanauan,False,,,,,,,
S07731,Gloria Baker,22,Male,2023,BA,Political Science,3.03,No,"break, forget, campaign, result, cost",Calaca,False,,,,,,,
S05324,Noah Sanchez,29,Female,2020,BSE,Social Work,2.08,Yes,"among, team, member, PM",Tanauan,False,,,,,,,
S09640,Edward Bell,30,Male,2022,BS,Nursing,2.7,Yes,"sense, summer, leader, generation, director, difference",Nasugbu,True,6.0,Medical Assistant,Medical Assistant,Healthcare,"sense, summer",Private,<15k
S06160,Victoria Wright,29,Male,2018,BFA,Fine Arts,2.1,Yes,"during, catch, fight, him",Lipa,False,,,,,,,
S02559,Angela Collins,20,Female,2019,BS,Education,3.96,Yes,"than, kid, security, from, five, machine, however",Nasugbu,True,6.0,Data Analyst,Data Analyst,Tech,than,Startup,15k-25k
S00062,Jessica Smith,26,Male,2018,BFA,Fine Arts,3.88,No,"relationship, under, civil",Nasugbu,False,,,,,,,
S01358,Gabriel Santiago,30,Female,2018,BS,Nursing,2.67,No,"night, set, middle",Lipa,True,6.0,Teacher,Teacher,Education,night,Private,15k-25k
S06725,Danielle Robertson,27,Female,2020,BFA,Fine Arts,3.03,Yes,"father, despite, ready, region, prove",Nasugbu,True,4.0,Medical Assistant,Medical Assistant,Healthcare,"father, despite, ready",NGO,<15k
S02467,Eddie Lewis,26,Female,2023,BS,Civil Engineering,2.06,No,"century, either, firm, than, pretty, American",Batangas City,False,,,,,,,
S00679,Robert Smith,27,Male,2018,BSE,Social Work,3.48,No,"front, scene, material, wear, accept",Batangas City,False,,,,,,,
S06797,Catherine Wilson,28,Female,2020,BS,Nursing,2.21,No,"big, here, final, player, agency, memory, picture",Tanauan,True,5.0,Case Manager,Case Manager,Social Work,"big, here",Government,40k-60k
S00741,Angela Owen,24,Male,2020,BA,Political Science,3.79,No,"while, character, ball, gas, past",Tanauan,True,4.0,News Reporter,News Reporter,Media,"while, character, ball",Startup,40k-60k
S05307,John Horton,29,Male,2021,BFA,Fine Arts,2.92,Yes,"many, teach, now, born",Nasugbu,False,,,,,,,
S07627,Matthew Gonzales,26,Male,2024,BS,Hospitality Management,3.32,No,"somebody, compare, ability, nice, want, argue",Nasugbu,True,2.0,Gallery Assistant,Gallery Assistant,Art,"somebody, compare, ability",Government,>60k
S03641,Samantha Hernandez,20,Female,2023,BSE,Social Work,3.45,Yes,"step, amount, kitchen",Batangas City,True,4.0,Data Analyst,Data Analyst,Tech,step,Startup,<15k
S00444,Bruce Cunningham,27,Male,2024,BSE,Social Work,3.94,Yes,"avoid, choice, into",Batangas City,False,,,,,,,
S08140,Tammie Martinez,30,Male,2024,BFA,Fine Arts,3.53,No,"appear, task, live",Tanauan,False,,,,,,,
S03258,Amy Williams,24,Male,2023,BSE,Social Work,3.43,Yes,"together, develop, case",Calaca,True,5.0,Gallery Assistant,Gallery Assistant,Art,together,Private,<15k
S04663,Jonathan Ray,23,Male,2019,BA,Communication,2.68,Yes,"late, why, system, bar",Batangas City,False,,,,,,,
S01873,Dr. Vincent Phelps Jr.,21,Female,2019,BS,Computer Science,3.77,No,"change, these, not, service, watch, drive, military",Lipa,True,4.0,Site Engineer,Site Engineer,Construction,change,Government,40k-60k
S06366,Rhonda Ford,21,Male,2021,BFA,Fine Arts,3.02,Yes,"plant, child, energy, hard",Calaca,True,2.0,Hotel Manager,Hotel Manager,Tourism,"plant, child",NGO,40k-60k
S02596,Scott Mccarthy,30,Male,2019,BSE,Social Work,3.95,Yes,"black, trade, my, present, common, another",Batangas City,False,,,,,,,
S01717,Brenda Branch,25,Male,2020,BA,Communication,3.82,No,"within, response, baby, indicate, become, at, form",Tanauan,False,,,,,,,
S02912,Geoffrey Anderson,22,Male,2021,BS,Computer Science,3.39,No,"rule, word, amount, fear, cell",Tanauan,True,5.0,Site Engineer,Site Engineer,Construction,rule,Government,<15k
S02843,Katie Miller,29,Female,2024,BSE,Social Work,2.43,Yes,"what, time, break, fine, everything",Nasugbu,True,3.0,Medical Assistant,Medical Assistant,Healthcare,what,Startup,15k-25k
S04027,Jennifer Lewis,23,Female,2022,BFA,Fine Arts,3.66,Yes,"imagine, low, ability, environmental, example, you",Tanauan,True,6.0,Teacher,Teacher,Education,"imagine, low, ability",Startup,<15k
S05488,Stanley Williams,30,Female,2022,BFA,Fine Arts,3.54,Yes,"along, stay, billion",Tanauan,True,4.0,Project Coordinator,Project Coordinator,Construction,"along, stay",Government,40k-60k
S08634,Cody Martin,26,Female,2020,BSE,Social Work,3.47,No,"idea, ball, east, thus",Calaca,False,,,,,,,
S08037,Luke Johnson,22,Female,2018,BS,Industrial Engineering,2.94,No,"father, PM, end, international, sport",Lipa,False,,,,,,,
S09232,Melanie Bailey,20,Female,2020,BSE,Social Work,3.47,Yes,"whom, world, road, public, view",Lipa,True,6.0,IT Support,IT Support,Tech,"whom, world",Startup,40k-60k
S00489,Jeffrey Vaughan,21,Male,2022,BA,Political Science,3.2,No,"field, respond, many, national, south",Lipa,True,3.0,Medical Assistant,Medical Assistant,Healthcare,"field, respond, many",Startup,15k-25k
S00493,Samantha Rhodes,24,Male,2024,BS,Education,2.74,Yes,"their, discover, red, that, close, mention",Nasugbu,True,1.0,Software Developer,Software Developer,Tech,"their, discover",Startup,>60k
S00690,Tina Cortez,20,Female,2021,BSE,Social Work,2.73,Yes,"crime, indicate, fact, set, catch, food",Nasugbu,True,5.0,Instructional Designer,Instructional Designer,Education,"crime, indicate, fact",Private,<15k
S03821,Kimberly Scott,28,Female,2024,BA,Communication,2.79,Yes,"cause, base, customer, program, system, parent, director",Batangas City,False,,,,,,,
S00602,Steven Mack,21,Female,2023,BA,Political Science,2.09,Yes,"whatever, agent, although, collection, PM, art",Calaca,False,,,,,,,
S01911,Joshua Garrison,24,Male,2018,BFA,Fine Arts,2.62,Yes,"high, physical, cover",Nasugbu,False,,,,,,,
S01014,Edward Price,29,Female,2023,BFA,Fine Arts,2.36,No,"under, example, seem, certainly, say",Batangas City,True,1.0,Site Engineer,Site Engineer,Construction,"under, example, seem",Startup,>60k
S06156,Annette Parsons,29,Male,2021,BA,Political Science,3.38,Yes,"Mrs, in, than, think, score",Lipa,True,5.0,Freelance Artist,Freelance Artist,Art,Mrs,Private,40k-60k
S01993,Mark Murphy,29,Female,2019,BA,Communication,2.74,No,"although, short, without, chance, unit, which, various",Calaca,True,3.0,Community Worker,Community Worker,Social Work,although,Private,15k-25k
S05769,James Gutierrez,21,Female,2023,BSE,Social Work,2.24,No,"raise, them, trip, same, everybody, series, car",Tanauan,False,,,,,,,
S03757,Heather Hodges,30,Male,2019,BS,Hospitality Management,2.72,No,"tonight, condition, consider, run",Tanauan,False,,,,,,,
S02366,Jessica Arnold,24,Female,2018,BS,Industrial Engineering,2.14,Yes,"another, make, standard",Batangas City,True,1.0,Case Manager,Case Manager,Social Work,another,Startup,<15k
S05283,Ryan Miller,21,Female,2018,BSE,Social Work,3.49,No,"skill, product, occur, middle, trial, air",Tanauan,False,,,,,,,
S04370,Jodi Copeland,29,Male,2019,BS,Civil Engineering,2.82,No,"final, phone, policy, arrive",Tanauan,True,4.0,Tour Guide,Tour Guide,Tourism,final,Startup,40k-60k
S06883,Justin Khan,30,Male,2022,BA,Political Science,3.25,Yes,"enough, our, loss",Batangas City,True,2.0,Tour Guide,Tour Guide,Tourism,enough,NGO,<15k
S07011,Ashley Smith,29,Female,2021,BS,Nursing,2.57,Yes,"middle, education, no, cost, painting, rate",Calaca,True,5.0,Instructional Designer,Instructional Designer,Education,middle,Government,25k-40k
S01361,Marcus Davis,28,Female,2020,BFA,Fine Arts,2.69,Yes,"way, project, bring, much, big, method",Tanauan,True,1.0,Freelance Artist,Freelance Artist,Art,"way, project, bring",Private,25k-40k
S08461,Marcus Howard,28,Female,2019,BA,Political Science,2.07,Yes,"focus, simply, customer, feeling, let",Calaca,False,,,,,,,
S01526,Jacob Rice,28,Female,2022,BSE,Social Work,3.74,Yes,"design, husband, give, great, whole, society, travel",Calaca,False,,,,,,,
S01327,Alexis Baker,21,Male,2022,BFA,Fine Arts,3.44,Yes,"authority, candidate, game, week, wear, should",Tanauan,True,3.0,Nurse,Nurse,Healthcare,"authority, candidate",Private,40k-60k
S08507,Karina Rocha,22,Male,2018,BFA,Fine Arts,2.15,Yes,"dark, get, start",Nasugbu,True,2.0,Teacher,Teacher,Education,"dark, get, start",NGO,40k-60k
S09031,Karen Meyer,26,Male,2019,BSE,Social Work,3.17,No,"choice, box, election, the, minute",Nasugbu,False,,,,,,,
S01551,Steven Richards,29,Female,2018,BSE,Social Work,3.54,Yes,"throw, particular, certain, door, huge",Tanauan,True,4.0,Medical Assistant,Medical Assistant,Healthcare,"throw, particular",Private,15k-25k
S07769,Gary Logan,23,Female,2018,BS,Industrial Engineering,3.39,Yes,"value, go, know, north",Nasugbu,True,2.0,Instructional Designer,Instructional Designer,Education,"value, go, know",Government,<15k
S09908,Michael Little,30,Female,2023,BS,Computer Science,3.75,Yes,"physical, ago, state",Calaca,True,2.0,Teacher,Teacher,Education,physical,Government,>60k
S01337,Erin Martinez,21,Female,2019,BFA,Fine Arts,2.82,Yes,"never, car, whom, conference, pass, exactly, report",Calaca,True,6.0,Gallery Assistant,Gallery Assistant,Art,"never, car",Government,>60k
S03901,David Nelson,28,Female,2018,BSE,Social Work,2.76,Yes,"value, suffer, international, real, mind, cell, whole",Calaca,False,,,,,,,
S03010,Joshua Davis,26,Male,2023,BSE,Social Work,3.2,Yes,"face, director, together, natural, manager",Batangas City,True,5.0,Community Worker,Community Worker,Social Work,"face, director, together",NGO,>60k
S05041,Hannah Adkins,22,Male,2021,BFA,Fine Arts,2.41,Yes,"return, line, election, pull, food, today, third",Tanauan,True,6.0,Data Analyst,Data Analyst,Tech,"return, line, election",NGO,15k-25k
S08825,Monica Bradley,26,Male,2021,BA,Communication,3.65,Yes,"address, this, indicate, history, time, today",Nasugbu,False,,,,,,,
S02250,John Winters,22,Male,2021,BA,Political Science,3.21,Yes,"develop, rich, every, station, return, word",Calaca,False,,,,,,,
S06533,Brandon Davis,28,Male,2023,BFA,Fine Arts,3.66,Yes,"as, decision, floor, value, add, both",Nasugbu,True,2.0,News Reporter,News Reporter,Media,"as, decision, floor",Private,15k-25k
S05039,Linda Mueller,26,Female,2021,BS,Computer Science,2.3,Yes,"indeed, ten, during, college, store, speak",Calaca,True,6.0,Data Analyst,Data Analyst,Tech,"indeed, ten, during",Private,<15k
S02346,Mary Smith,29,Female,2021,BSE,Social Work,2.67,No,"just, onto, produce",Batangas City,True,2.0,Site Engineer,Site Engineer,Construction,"just, onto",NGO,25k-40k
S09282,Karen Johnston,28,Male,2024,BA,Communication,2.5,No,"not, mean, either, late, have, address, move",Batangas City,False,,,,,,,
S05485,Melissa Jensen,28,Male,2023,BSE,Social Work,2.52,Yes,"color, name, east, budget, daughter, official, others",Lipa,True,4.0,Community Worker,Community Worker,Social Work,color,Startup,>60k
S02784,Gary Young,29,Female,2020,BA,Communication,2.45,No,"enough, here, simply, seek",Nasugbu,True,2.0,Site Engineer,Site Engineer,Construction,"enough, here",Startup,40k-60k
S05119,David Griffith,20,Female,2018,BA,Communication,2.74,No,"white, there, perhaps, lawyer, place, after",Nasugbu,False,,,,,,,
S07550,Ann Briggs,27,Female,2022,BFA,Fine Arts,2.38,No,"there, official, election",Calaca,True,3.0,Tour Guide,Tour Guide,Tourism,"there, official, election",Government,40k-60k
S05555,Kathleen Stewart,30,Male,2019,BFA,Fine Arts,2.82,Yes,"expect, know, rule, design, me",Lipa,True,6.0,Tour Guide,Tour Guide,Tourism,"expect, know, rule",NGO,15k-25k
S05599,Curtis Lara,28,Male,2019,BFA,Fine Arts,3.21,Yes,"social, strong, indeed, for, husband, include, your",Nasugbu,True,2.0,Software Developer,Software Developer,Tech,social,Startup,25k-40k
S07630,Brianna Hunt,30,Male,2024,BA,Communication,2.52,No,"especially, charge, child, per",Batangas City,True,6.0,Freelance Artist,Freelance Artist,Art,especially,Startup,25k-40k
S00150,Peter Wells,26,Female,2021,BS,Civil Engineering,2.46,No,"network, wife, song",Calaca,True,3.0,IT Support,IT Support,Tech,"network, wife, song",NGO,15k-25k
S02804,Thomas Smith,20,Male,2018,BS,Industrial Engineering,2.99,No,"rise, keep, never, option, hit, ability",Calaca,True,6.0,Instructional Designer,Instructional Designer,Education,"rise, keep, never",NGO,<15k
S05874,Brian Wallace,20,Female,2024,BA,Political Science,3.08,No,"voice, game, institution, picture, bring",Batangas City,False,,,,,,,
S02086,Amy Rivera,22,Female,2022,BFA,Fine Arts,3.9,No,"easy, week, yeah, doctor, level, add, produce",Nasugbu,True,1.0,Data Analyst,Data Analyst,Tech,"easy, week",Startup,<15k
S03751,Ashley Glass,25,Female,2022,BS,Education,3.7,No,"mean, article, how, executive, happen, easy, account",Batangas City,True,6.0,Hotel Manager,Hotel Manager,Tourism,"mean, article, how",NGO,<15k
S05612,Tammy Knight DDS,27,Male,2021,BSE,Social Work,3.25,No,"tonight, big, decide, peace",Batangas City,False,,,,,,,
S02259,William Gonzalez,20,Female,2021,BFA,Fine Arts,3.38,Yes,"arm, project, wide, experience",Calaca,True,3.0,News Reporter,News Reporter,Media,"arm, project",Startup,15k-25k
S04017,James Mata,26,Male,2018,BS,Education,2.01,Yes,"throughout, bar, whatever, million, big",Nasugbu,False,,,,,,,
S06113,Jeremy Ellis,21,Female,2021,BA,Political Science,2.34,No,"enjoy, stock, lot",Nasugbu,False,,,,,,,
S06058,Gabriela Johnson,28,Female,2018,BS,Civil Engineering,3.61,No,"else, nor, include",Batangas City,False,,,,,,,
S02424,Valerie Chapman,20,Female,2022,BA,Political Science,2.3,No,"president, cause, without, however, day, prepare, experience",Batangas City,False,,,,,,,
S08034,Michael Howard,25,Male,2020,BFA,Fine Arts,3.99,Yes,"three, project, let, value, line",Batangas City,True,2.0,Medical Assistant,Medical Assistant,Healthcare,"three, project, let",NGO,40k-60k
S03856,Henry Brown,25,Male,2020,BFA,Fine Arts,2.74,No,"yet, pressure, which",Lipa,True,3.0,Nurse,Nurse,Healthcare,yet,Government,40k-60k
S00859,Brett Bradley,30,Male,2020,BS,Industrial Engineering,2.68,Yes,"toward, according, trade, recognize, plan, certain, so",Tanauan,True,4.0,News Reporter,News Reporter,Media,toward,Startup,<15k
S08170,Carl Lamb,28,Female,2023,BSE,Social Work,2.44,Yes,"tax, pull, condition, democratic, sort, next, girl",Tanauan,False,,,,,,,
S07591,Jose Harrell,30,Female,2020,BS,Industrial Engineering,3.74,Yes,"among, today, meet",Batangas City,True,5.0,Data Analyst,Data Analyst,Tech,"among, today, meet",NGO,25k-40k
S08097,Kathleen Barnes,21,Female,2022,BSE,Social Work,2.28,Yes,"perform, model, federal, enjoy, despite, nation",Tanauan,True,3.0,Content Creator,Content Creator,Media,"perform, model",Private,25k-40k
S07320,Anthony Cummings,27,Female,2022,BSE,Social Work,2.71,Yes,"myself, maintain, herself, piece, defense, type",Tanauan,False,,,,,,,
S08563,David Evans,25,Female,2018,BA,Communication,3.38,Yes,"time, according, law, tree, person, early",Lipa,False,,,,,,,
S04739,Bethany Castro,30,Female,2018,BSE,Social Work,2.96,No,"policy, like, interesting, day",Lipa,False,,,,,,,
S08594,Ashley Bray,26,Female,2023,BSE,Social Work,2.57,No,"Republican, stuff, myself, husband, he, each, fund",Nasugbu,True,6.0,Hotel Manager,Hotel Manager,Tourism,"Republican, stuff, myself",Private,15k-25k
S04462,Jennifer Wilson,22,Female,2023,BSE,Social Work,2.8,Yes,"money, station, dream, church, project, fight",Tanauan,False,,,,,,,
S05528,Mark Li,28,Male,2024,BSE,Social Work,3.57,No,"exist, position, letter, including",Tanauan,False,,,,,,,
S01364,Brandon Velasquez,22,Female,2023,BS,Civil Engineering,3.98,Yes,"top, begin, institution",Lipa,True,6.0,IT Support,IT Support,Tech,"top, begin",Government,15k-25k
S01779,Cynthia Rodriguez,26,Female,2020,BSE,Social Work,2.17,No,"instead, budget, two",Calaca,True,2.0,Hotel Manager,Hotel Manager,Tourism,"instead, budget, two",Government,>60k
S09221,Kevin Anderson,26,Male,2022,BS,Nursing,2.45,No,"foot, far, need, establish",Batangas City,True,4.0,Teacher,Teacher,Education,"foot, far, need",Government,15k-25k
S04785,James Murphy,21,Male,2023,BSE,Social Work,2.37,No,"guess, future, hope, may, floor",Calaca,True,2.0,Hotel Manager,Hotel Manager,Tourism,"guess, future, hope",NGO,25k-40k
S06334,Samantha Owens,27,Female,2019,BS,Education,2.96,No,"ball, science, international",Batangas City,True,5.0,Project Coordinator,Project Coordinator,Construction,"ball, science, international",NGO,15k-25k
S01818,Karen Brooks,21,Male,2021,BSE,Social Work,3.45,Yes,"fly, fire, teacher, during, audience, per, admit",Batangas City,True,1.0,IT Support,IT Support,Tech,"fly, fire",Private,>60k
S07799,Rhonda Jimenez,30,Male,2023,BA,Communication,2.75,No,"lay, start, throw",Calaca,True,3.0,Gallery Assistant,Gallery Assistant,Art,"lay, start",Private,<15k
S04937,Stephanie Olsen DVM,20,Female,2023,BA,Communication,3.05,Yes,"maintain, against, human",Nasugbu,True,1.0,Project Coordinator,Project Coordinator,Construction,"maintain, against, human",Private,40k-60k
S02704,Susan Hayes,21,Male,2021,BA,Communication,3.53,No,"per, spend, term, these, onto, herself",Nasugbu,False,,,,,,,
S05285,Denise Gardner,29,Female,2018,BA,Communication,3.06,No,"determine, trouble, friend, money, over",Lipa,False,,,,,,,
S00175,Alexandra Grant,25,Female,2019,BFA,Fine Arts,2.43,No,"actually, media, Congress, soldier",Lipa,True,2.0,Gallery Assistant,Gallery Assistant,Art,"actually, media",Private,<15k
S07481,Carol Taylor,28,Male,2018,BFA,Fine Arts,3.0,Yes,"win, three, speech",Tanauan,True,6.0,Site Engineer,Site Engineer,Construction,win,Government,40k-60k
S02093,Joseph George,28,Female,2021,BFA,Fine Arts,3.0,No,"see, say, actually",Nasugbu,True,5.0,Hotel Manager,Hotel Manager,Tourism,"see, say",Government,40k-60k
S08750,Brian Blackwell,21,Male,2019,BA,Communication,2.51,No,"establish, professor, like, feeling",Calaca,True,3.0,Case Manager,Case Manager,Social Work,"establish, professor",Startup,>60k
S03491,Katie Sanchez,26,Male,2019,BFA,Fine Arts,2.59,Yes,"east, it, enough, which, believe, be",Calaca,True,1.0,Community Worker,Community Worker,Social Work,"east, it, enough",Private,40k-60k
S01920,Laurie Henson,24,Female,2022,BA,Political Science,2.7,Yes,"work, simple, much, hotel, method, down",Batangas City,False,,,,,,,
S00082,Lisa Aguilar,27,Female,2018,BFA,Fine Arts,3.57,No,"effort, under, day, find, although, economy, against",Lipa,True,2.0,Nurse,Nurse,Healthcare,"effort, under",NGO,15k-25k
S00816,Troy Mccarty,21,Female,2023,BSE,Social Work,2.07,No,"middle, door, whose",Tanauan,False,,,,,,,
S08601,Scott Gray,26,Male,2019,BFA,Fine Arts,3.33,No,"white, factor, financial, person",Nasugbu,False,,,,,,,
S07354,Nicole Mathis,30,Female,2022,BS,Nursing,2.12,No,"thousand, cultural, issue, response, black, project, eight",Calaca,True,1.0,Medical Assistant,Medical Assistant,Healthcare,thousand,Government,25k-40k
S04396,Terry York,28,Female,2018,BS,Nursing,2.9,Yes,"spend, paper, keep, agreement, true",Calaca,True,1.0,Tour Guide,Tour Guide,Tourism,"spend, paper",NGO,40k-60k
S09181,Suzanne Cox,25,Male,2023,BS,Education,3.45,No,"dream, different, method, increase, position",Calaca,True,3.0,Site Engineer,Site Engineer,Construction,"dream, different, method",Startup,15k-25k
S05568,Elizabeth Martinez,30,Male,2021,BFA,Fine Arts,2.93,Yes,"voice, bill, large",Tanauan,True,6.0,Hotel Manager,Hotel Manager,Tourism,"voice, bill",Private,>60k
S00283,Emily Martinez,25,Male,2018,BFA,Fine Arts,3.11,No,"ground, never, better, ten, wear",Batangas City,False,,,,,,,
S04120,Michelle Lopez,30,Female,2018,BSE,Social Work,2.88,Yes,"on, study, green, recently, create, get, science",Lipa,True,4.0,Hotel Manager,Hotel Manager,Tourism,"on, study",Government,25k-40k
S07480,Jody Gray DVM,25,Male,2023,BSE,Social Work,3.8,No,"indeed, top, girl",Nasugbu,True,5.0,Freelance Artist,Freelance Artist,Art,indeed,NGO,40k-60k
S00609,Robert Gordon,22,Female,2023,BSE,Social Work,2.72,Yes,"nation, college, particularly, seem, theory, indicate",Tanauan,True,4.0,Teacher,Teacher,Education,"nation, college, particularly",Government,>60k
S02915,Anthony Brown,21,Female,2021,BA,Political Science,3.31,Yes,"others, respond, open, fill, study",Lipa,True,2.0,Site Engineer,Site Engineer,Construction,others,NGO,40k-60k
S01813,Joel Mann,21,Male,2023,BA,Communication,3.2,No,"tree, occur, teach, pattern, never, camera",Calaca,True,1.0,Case Manager,Case Manager,Social Work,"tree, occur",Private,40k-60k
S01271,Crystal Fernandez,21,Male,2019,BFA,Fine Arts,3.31,No,"individual, teach, mean",Nasugbu,True,3.0,Community Worker,Community Worker,Social Work,"individual, teach, mean",Government,40k-60k
S05924,Justin Clarke,28,Female,2023,BFA,Fine Arts,3.27,Yes,"really, enjoy, consumer, success, gun, security, character",Tanauan,False,,,,,,,
S09595,Denise Gray,29,Female,2022,BS,Civil Engineering,2.01,No,"that, every, easy, after, he, executive, system",Tanauan,True,4.0,Nurse,Nurse,Healthcare,that,Startup,>60k
S02994,Ruth Wilson,28,Male,2020,BSE,Social Work,3.92,No,"key, close, thank, bag",Calaca,False,,,,,,,
S07109,David Wallace,22,Male,2022,BFA,Fine Arts,2.21,Yes,"attorney, need, manage, professional, face",Calaca,False,,,,,,,
S08613,Richard Taylor,25,Male,2019,BFA,Fine Arts,2.64,Yes,"maybe, reduce, somebody, include, Republican",Calaca,True,5.0,Gallery Assistant,Gallery Assistant,Art,"maybe, reduce, somebody",Startup,25k-40k
S07356,Christina Kim,21,Male,2023,BS,Civil Engineering,3.98,No,"forward, wife, life",Nasugbu,True,2.0,Nurse,Nurse,Healthcare,"forward, wife",Private,40k-60k
S02642,Eric Henry,23,Male,2020,BSE,Social Work,2.11,No,"major, at, high, term, knowledge, feel",Lipa,False,,,,,,,
S06553,Ryan Berger,28,Female,2022,BA,Political Science,3.56,No,"couple, not, only, across",Tanauan,False,,,,,,,
S04508,Kenneth Jordan,24,Female,2019,BA,Political Science,3.22,Yes,"because, president, collection",Lipa,True,5.0,News Reporter,News Reporter,Media,"because, president",NGO,<15k
S02305,Jeffery King,30,Female,2018,BS,Nursing,3.58,No,"security, dinner, under, know, impact, statement",Nasugbu,False,,,,,,,
S06502,Erika Walker,26,Male,2019,BA,Communication,2.77,No,"upon, year, economic",Nasugbu,True,4.0,Instructional Designer,Instructional Designer,Education,"upon, year, economic",Private,<15k
S06260,Haley Carter,28,Female,2019,BS,Computer Science,2.03,Yes,"PM, within, behind, plant, meet, actually, material",Lipa,True,5.0,Community Worker,Community Worker,Social Work,PM,Startup,40k-60k
S04195,Sarah Obrien,22,Female,2023,BFA,Fine Arts,2.1,Yes,"attention, story, rich, evidence, thank, brother",Batangas City,False,,,,,,,
S05562,Tammy Costa,26,Male,2018,BS,Hospitality Management,2.48,Yes,"tend, voice, break",Calaca,False,,,,,,,
S04840,James Romero,29,Male,2019,BA,Political Science,3.23,No,"agree, anything, will, effect, turn",Lipa,False,,,,,,,
S04655,Matthew Lowe,25,Female,2018,BSE,Social Work,3.8,Yes,"investment, model, once, perform, establish",Tanauan,True,1.0,Hotel Manager,Hotel Manager,Tourism,investment,Startup,15k-25k
S08147,Ronald Flores Jr.,26,Female,2023,BFA,Fine Arts,3.78,Yes,"person, art, manager",Nasugbu,False,,,,,,,
S04168,Nicholas Martinez,24,Male,2023,BSE,Social Work,2.41,Yes,"moment, alone, into, boy, technology",Lipa,False,,,,,,,
S03849,Pamela Rodriguez,26,Female,2021,BFA,Fine Arts,3.34,Yes,"toward, message, everybody, out, under, describe, the",Nasugbu,False,,,,,,,
S09847,Hailey Flores,30,Female,2024,BA,Political Science,3.07,Yes,"along, foreign, age, imagine, name, blue, economy",Tanauan,True,1.0,Gallery Assistant,Gallery Assistant,Art,"along, foreign, age",Startup,15k-25k
S08401,Brian Pearson,30,Male,2024,BSE,Social Work,3.9,Yes,"although, south, edge, off, writer",Tanauan,False,,,,,,,
S05253,Matthew Solis,28,Female,2018,BA,Political Science,2.58,No,"clearly, act, best, put, center, network, small",Tanauan,False,,,,,,,
S07884,Denise Ryan,25,Male,2019,BSE,Social Work,2.91,No,"someone, direction, media, none",Tanauan,True,5.0,Hotel Manager,Hotel Manager,Tourism,someone,Startup,25k-40k
