student_id,name,age,gender,graduation_year,degree,major,gpa,internship_experience,skills,location,employed_after_grad,time_to_employment,predicted_job_title,actual_job_title,industry,skills_used,company_type,salary_range
BSU01350,Student 1350,26,Male,2024,Bachelor of Science,Computer Science,1.73,Yes,"Machine Learning, C++",Nasugbu,Yes,2.0,Computer Science Specialist,Computer Science Specialist,Manufacturing,"Machine Learning, C++",Non-Profit,21k-30k
BSU02612,Student 2612,24,Male,2023,Bachelor of Science,Mathematics,1.69,No,"Statistics, Mathematica",Tanauan,Yes,3.0,Mathematics Specialist,Mathematics Specialist,Media,"Statistics, Mathematica",Public,15k-20k
BSU09495,Student 9495,25,Female,2023,Bachelor of Arts,Political Science,1.93,Yes,"Research, Public Speaking",Batangas City,No,,Unemployed,,,,,
BSU03669,Student 3669,23,Male,2024,Bachelor of Science in Agriculture,Agronomy,1.76,No,"Soil Analysis, Crop Management",Lipa,No,,Unemployed,,,,,
BSU02222,Student 2222,23,Male,2020,Bachelor of Science in Nursing,Nursing,1.24,No,"Vitals Monitoring, First Aid",Tanauan,Yes,1.0,Nursing Specialist,Nursing Specialist,Agriculture,"Vitals Monitoring, First Aid",Private,21k-30k
BSU00428,Student 428,24,Male,2020,Bachelor of Arts,Filipino,1.97,Yes,"Translation, Writing",Nasugbu,Yes,2.0,Filipino Specialist,Filipino Specialist,Agriculture,"Translation, Writing",Non-Profit,41k-50k
BSU00654,Student 654,22,Male,2020,Bachelor of Science,Computer Science,1.51,No,"Data Structures, C++",Lipa,No,,Unemployed,,,,,
BSU09914,Student 9914,24,Male,2020,Bachelor of Industrial Technology,Electronics Technology,1.07,Yes,"Soldering, Microcontrollers",Tanauan,Yes,2.0,Electronics Technology Specialist,Electronics Technology Specialist,Law Enforcement,"Soldering, Microcontrollers",Non-Profit,31k-40k
BSU03536,Student 3536,23,Female,2022,Bachelor of Science,Information Technology,1.52,Yes,"CSS, SQL",Tanauan,Yes,2.0,Information Technology Specialist,Information Technology Specialist,Government,"CSS, SQL",Non-Profit,31k-40k
BSU07737,Student 7737,25,Female,2024,Bachelor of Science in Agriculture,Agronomy,1.97,Yes,"Crop Management, Soil Analysis",Lipa,Yes,1.0,Agronomy Specialist,Agronomy Specialist,Government,"Crop Management, Soil Analysis",Non-Profit,31k-40k
BSU03246,Student 3246,25,Male,2023,Bachelor of Secondary Education,English,1.31,Yes,"Writing, Editing",Nasugbu,No,,Unemployed,,,,,
BSU04741,Student 4741,20,Female,2020,Bachelor of Science in Nursing,Nursing,1.42,Yes,"Patient Care, Vitals Monitoring",Nasugbu,No,,Unemployed,,,,,
BSU09069,Student 9069,20,Female,2023,Bachelor of Science in Nursing,Nursing,1.3,Yes,"Patient Care, Vitals Monitoring",Lemery,Yes,3.0,Nursing Specialist,Nursing Specialist,Healthcare,"Patient Care, Vitals Monitoring",Public,21k-30k
BSU04100,Student 4100,21,Male,2023,Bachelor of Science in Criminology,Criminology,1.45,Yes,"Crime Scene Investigation, Law Enforcement",Batangas City,Yes,2.0,Criminology Specialist,Criminology Specialist,Media,"Crime Scene Investigation, Law Enforcement",Private,21k-30k
BSU04101,Student 4101,22,Female,2021,Bachelor of Science in Agriculture,Agronomy,1.17,No,"Crop Management, Soil Analysis",Batangas City,Yes,3.0,Agronomy Specialist,Agronomy Specialist,Manufacturing,"Crop Management, Soil Analysis",Private,41k-50k
BSU06960,Student 6960,20,Female,2024,Bachelor of Science in Agriculture,Agronomy,1.48,Yes,"Soil Analysis, Crop Management",Batangas City,Yes,3.0,Agronomy Specialist,Agronomy Specialist,Media,"Soil Analysis, Crop Management",Public,31k-40k
BSU00612,Student 612,24,Female,2024,Bachelor of Arts,English,1.3,Yes,"Literary Analysis, Editing",Batangas City,Yes,3.0,English Specialist,English Specialist,Media,"Literary Analysis, Editing",Public,21k-30k
BSU04289,Student 4289,25,Male,2024,Bachelor of Science in Agriculture,Agronomy,1.65,No,"Crop Management, Soil Analysis",Lemery,No,,Unemployed,,,,,
BSU08571,Student 8571,24,Female,2021,Bachelor of Science in Nursing,Nursing,1.22,Yes,"Vitals Monitoring, First Aid",Lemery,Yes,1.0,Nursing Specialist,Nursing Specialist,Law Enforcement,"Vitals Monitoring, First Aid",Public,41k-50k
BSU09713,Student 9713,22,Female,2020,Bachelor of Science,Computer Science,1.92,Yes,"Algorithms, Machine Learning",Nasugbu,Yes,3.0,Computer Science Specialist,Computer Science Specialist,Education,"Algorithms, Machine Learning",Public,15k-20k
BSU01544,Student 1544,23,Female,2021,Bachelor of Public Administration,Public Administration,1.77,No,"Budgeting, Governance",Lipa,Yes,3.0,Public Administration Specialist,Public Administration Specialist,Education,"Budgeting, Governance",Private,15k-20k
BSU09536,Student 9536,22,Male,2021,Bachelor of Industrial Technology,Automotive Technology,1.63,No,"Diagnostics, Engine Repair",Tanauan,No,,Unemployed,,,,,
BSU03854,Student 3854,22,Female,2020,Bachelor of Science in Agriculture,Animal Science,1.89,No,"Feeding Management, Animal Care",Lipa,No,,Unemployed,,,,,
BSU00555,Student 555,26,Female,2023,Bachelor of Science in Nursing,Nursing,1.87,No,"First Aid, Patient Care",Lemery,No,,Unemployed,,,,,
BSU06366,Student 6366,25,Male,2021,Bachelor of Science in Agriculture,Agronomy,1.54,No,"Crop Management, Soil Analysis",Lemery,No,,Unemployed,,,,,
BSU00512,Student 512,22,Female,2020,Bachelor of Public Administration,Public Administration,1.86,Yes,"Budgeting, Governance",Tanauan,No,,Unemployed,,,,,
BSU03207,Student 3207,20,Male,2020,Bachelor of Science in Criminology,Criminology,1.68,No,"Law Enforcement, Crime Scene Investigation",Lemery,No,,Unemployed,,,,,
BSU08085,Student 8085,23,Female,2024,Bachelor of Elementary Education,General Education,1.45,No,General Skills,Lemery,No,,Unemployed,,,,,
BSU00968,Student 968,21,Male,2022,Bachelor of Public Administration,Public Administration,1.94,Yes,"Budgeting, Governance",Lipa,Yes,3.0,Public Administration Specialist,Public Administration Specialist,IT,"Budgeting, Governance",Private,15k-20k
BSU06044,Student 6044,21,Male,2020,Bachelor of Science,Biology,1.26,No,"Lab Techniques, Data Analysis",Nasugbu,Yes,2.0,Biology Specialist,Biology Specialist,Law Enforcement,"Lab Techniques, Data Analysis",Non-Profit,15k-20k
BSU06880,Student 6880,26,Male,2024,Bachelor of Secondary Education,English,1.98,Yes,"Writing, Editing",Batangas City,Yes,3.0,English Specialist,English Specialist,Manufacturing,"Writing, Editing",Private,31k-40k
BSU06776,Student 6776,20,Male,2021,Bachelor of Industrial Technology,Electrical Technology,1.02,Yes,"Circuit Design, Wiring",Lemery,No,,Unemployed,,,,,
BSU03296,Student 3296,22,Female,2022,Bachelor of Science,Biology,1.41,Yes,"Data Analysis, Lab Techniques",Nasugbu,No,,Unemployed,,,,,
BSU08702,Student 8702,22,Male,2022,Bachelor of Industrial Technology,Automotive Technology,1.67,No,"Diagnostics, Engine Repair",Nasugbu,No,,Unemployed,,,,,
BSU03430,Student 3430,24,Male,2023,Bachelor of Science in Agriculture,Animal Science,1.62,Yes,"Feeding Management, Animal Care",Tanauan,No,,Unemployed,,,,,
BSU08871,Student 8871,22,Male,2021,Bachelor of Public Administration,Public Administration,1.78,Yes,"Budgeting, Governance",Lipa,No,,Unemployed,,,,,
BSU06963,Student 6963,22,Male,2020,Bachelor of Elementary Education,General Education,1.96,Yes,General Skills,Nasugbu,No,,Unemployed,,,,,
BSU02089,Student 2089,23,Female,2022,Bachelor of Science,Biology,1.31,No,"Microscopy, PCR",Lemery,Yes,3.0,Biology Specialist,Biology Specialist,Government,"Microscopy, PCR",Non-Profit,21k-30k
BSU08500,Student 8500,22,Female,2023,Bachelor of Elementary Education,General Education,1.29,No,General Skills,Batangas City,Yes,1.0,General Education Specialist,General Education Specialist,Healthcare,General Skills,Private,41k-50k
BSU06163,Student 6163,23,Female,2024,Bachelor of Science in Agriculture,Animal Science,1.46,No,"Feeding Management, Animal Care",Nasugbu,Yes,1.0,Animal Science Specialist,Animal Science Specialist,Media,"Feeding Management, Animal Care",Private,31k-40k
BSU03211,Student 3211,24,Male,2022,Bachelor of Arts,Political Science,1.25,Yes,"Policy Analysis, Research",Tanauan,Yes,3.0,Political Science Specialist,Political Science Specialist,Manufacturing,"Policy Analysis, Research",Private,41k-50k
BSU09201,Student 9201,25,Female,2023,Bachelor of Elementary Education,General Education,1.96,Yes,General Skills,Lipa,No,,Unemployed,,,,,
BSU06606,Student 6606,21,Male,2020,Bachelor of Industrial Technology,Electronics Technology,1.25,Yes,"Microcontrollers, Soldering",Nasugbu,No,,Unemployed,,,,,
BSU01110,Student 1110,24,Male,2023,Bachelor of Industrial Technology,Electronics Technology,1.85,Yes,"Soldering, Microcontrollers",Lemery,Yes,1.0,Electronics Technology Specialist,Electronics Technology Specialist,Manufacturing,"Soldering, Microcontrollers",Non-Profit,21k-30k
BSU05729,Student 5729,25,Male,2023,Bachelor of Industrial Technology,Electrical Technology,1.18,Yes,"Circuit Design, Wiring",Lipa,Yes,2.0,Electrical Technology Specialist,Electrical Technology Specialist,Media,"Circuit Design, Wiring",Public,31k-40k
BSU07830,Student 7830,24,Female,2020,Bachelor of Arts,Filipino,1.7,Yes,"Writing, Translation",Nasugbu,Yes,2.0,Filipino Specialist,Filipino Specialist,Healthcare,"Writing, Translation",Non-Profit,31k-40k
BSU01039,Student 1039,26,Female,2020,Bachelor of Science in Nursing,Nursing,1.43,Yes,"Patient Care, First Aid",Nasugbu,No,,Unemployed,,,,,
BSU01195,Student 1195,23,Male,2021,Bachelor of Arts,Communication,1.13,No,"Editing, Public Speaking",Nasugbu,No,,Unemployed,,,,,
BSU04475,Student 4475,24,Female,2024,Bachelor of Science in Nursing,Nursing,1.35,Yes,"Vitals Monitoring, First Aid",Nasugbu,Yes,2.0,Nursing Specialist,Nursing Specialist,Agriculture,"Vitals Monitoring, First Aid",Non-Profit,41k-50k
BSU09875,Student 9875,26,Female,2022,Bachelor of Secondary Education,Social Studies,1.07,Yes,"History, Geography",Nasugbu,Yes,2.0,Social Studies Specialist,Social Studies Specialist,Agriculture,"History, Geography",Non-Profit,31k-40k
BSU02123,Student 2123,25,Female,2021,Bachelor of Industrial Technology,Electronics Technology,1.18,No,"Microcontrollers, Soldering",Nasugbu,No,,Unemployed,,,,,
BSU04983,Student 4983,25,Female,2023,Bachelor of Arts,Filipino,1.3,No,"Translation, Teaching",Lipa,Yes,3.0,Filipino Specialist,Filipino Specialist,Education,"Translation, Teaching",Private,15k-20k
BSU08974,Student 8974,20,Female,2022,Bachelor of Science in Criminology,Criminology,1.08,Yes,"Law Enforcement, Crime Scene Investigation",Tanauan,Yes,3.0,Criminology Specialist,Criminology Specialist,Manufacturing,"Law Enforcement, Crime Scene Investigation",Non-Profit,31k-40k
BSU05701,Student 5701,21,Male,2022,Bachelor of Science in Agriculture,Agronomy,1.28,No,"Soil Analysis, Crop Management",Lipa,Yes,3.0,Agronomy Specialist,Agronomy Specialist,Manufacturing,"Soil Analysis, Crop Management",Private,31k-40k
BSU00935,Student 935,24,Male,2023,Bachelor of Science in Agriculture,Animal Science,1.84,Yes,"Animal Care, Feeding Management",Nasugbu,No,,Unemployed,,,,,
BSU06102,Student 6102,25,Male,2024,Bachelor of Science,Computer Science,1.11,No,"Java, Data Structures",Tanauan,No,,Unemployed,,,,,
BSU04690,Student 4690,24,Female,2022,Bachelor of Industrial Technology,Electrical Technology,1.4,Yes,"Wiring, Circuit Design",Lipa,Yes,2.0,Electrical Technology Specialist,Electrical Technology Specialist,Law Enforcement,"Wiring, Circuit Design",Private,31k-40k
BSU00395,Student 395,25,Female,2023,Bachelor of Elementary Education,General Education,1.19,No,General Skills,Batangas City,Yes,3.0,General Education Specialist,General Education Specialist,Agriculture,General Skills,Non-Profit,41k-50k
BSU04686,Student 4686,21,Male,2024,Bachelor of Elementary Education,General Education,1.01,No,General Skills,Batangas City,No,,Unemployed,,,,,
BSU08777,Student 8777,22,Female,2020,Bachelor of Science in Agriculture,Animal Science,1.7,Yes,"Animal Care, Feeding Management",Batangas City,Yes,2.0,Animal Science Specialist,Animal Science Specialist,Manufacturing,"Animal Care, Feeding Management",Non-Profit,41k-50k
BSU09166,Student 9166,20,Female,2022,Bachelor of Industrial Technology,Electrical Technology,1.93,No,"Wiring, Circuit Design",Batangas City,No,,Unemployed,,,,,
BSU05981,Student 5981,24,Female,2021,Bachelor of Science in Nursing,Nursing,1.19,No,"Vitals Monitoring, Patient Care",Batangas City,No,,Unemployed,,,,,
BSU09943,Student 9943,23,Female,2021,Bachelor of Science in Agriculture,Animal Science,1.3,Yes,"Feeding Management, Animal Care",Tanauan,Yes,1.0,Animal Science Specialist,Animal Science Specialist,Media,"Feeding Management, Animal Care",Public,21k-30k
BSU02192,Student 2192,20,Female,2022,Bachelor of Arts,Communication,1.8,No,"Public Speaking, Editing",Lipa,Yes,2.0,Communication Specialist,Communication Specialist,IT,"Public Speaking, Editing",Public,31k-40k
BSU01298,Student 1298,24,Female,2022,Bachelor of Arts,Communication,1.57,No,"Writing, Editing",Lipa,Yes,1.0,Communication Specialist,Communication Specialist,Law Enforcement,"Writing, Editing",Public,21k-30k
BSU05045,Student 5045,21,Female,2022,Bachelor of Arts,Filipino,1.74,Yes,"Writing, Teaching",Nasugbu,Yes,1.0,Filipino Specialist,Filipino Specialist,Agriculture,"Writing, Teaching",Non-Profit,21k-30k
BSU01163,Student 1163,21,Male,2023,Bachelor of Science in Agriculture,Agronomy,1.61,No,"Crop Management, Soil Analysis",Lipa,No,,Unemployed,,,,,
BSU04255,Student 4255,24,Male,2023,Bachelor of Elementary Education,General Education,1.94,No,General Skills,Lipa,Yes,1.0,General Education Specialist,General Education Specialist,Healthcare,General Skills,Private,41k-50k
BSU06373,Student 6373,20,Female,2022,Bachelor of Public Administration,Public Administration,1.79,Yes,"Budgeting, Governance",Nasugbu,Yes,3.0,Public Administration Specialist,Public Administration Specialist,Agriculture,"Budgeting, Governance",Public,31k-40k
BSU01528,Student 1528,22,Male,2021,Bachelor of Industrial Technology,Automotive Technology,1.5,Yes,"Diagnostics, Engine Repair",Nasugbu,Yes,3.0,Automotive Technology Specialist,Automotive Technology Specialist,Law Enforcement,"Diagnostics, Engine Repair",Public,15k-20k
BSU04343,Student 4343,21,Male,2024,Bachelor of Secondary Education,Mathematics,1.64,Yes,"Mathematica, Statistics",Batangas City,Yes,2.0,Mathematics Specialist,Mathematics Specialist,Government,"Mathematica, Statistics",Private,41k-50k
BSU02031,Student 2031,26,Female,2020,Bachelor of Public Administration,Public Administration,1.61,Yes,"Governance, Budgeting",Nasugbu,No,,Unemployed,,,,,
BSU03061,Student 3061,20,Female,2022,Bachelor of Industrial Technology,Automotive Technology,1.09,No,"Engine Repair, Diagnostics",Nasugbu,No,,Unemployed,,,,,
BSU00059,Student 59,24,Female,2023,Bachelor of Science in Agriculture,Agronomy,1.9,Yes,"Crop Management, Soil Analysis",Tanauan,No,,Unemployed,,,,,
BSU02406,Student 2406,23,Male,2023,Bachelor of Secondary Education,Mathematics,1.01,Yes,"Data Analysis, Statistics",Batangas City,Yes,1.0,Mathematics Specialist,Mathematics Specialist,Education,"Data Analysis, Statistics",Non-Profit,31k-40k
BSU05007,Student 5007,22,Male,2020,Bachelor of Science in Criminology,Criminology,1.83,No,"Law Enforcement, Crime Scene Investigation",Batangas City,No,,Unemployed,,,,,
BSU06158,Student 6158,26,Female,2022,Bachelor of Secondary Education,English,1.57,No,"Literary Analysis, Writing",Batangas City,Yes,1.0,English Specialist,English Specialist,IT,"Literary Analysis, Writing",Public,41k-50k
BSU07376,Student 7376,26,Female,2022,Bachelor of Public Administration,Public Administration,1.56,Yes,"Governance, Budgeting",Tanauan,Yes,1.0,Public Administration Specialist,Public Administration Specialist,Agriculture,"Governance, Budgeting",Private,31k-40k
BSU04507,Student 4507,21,Female,2022,Bachelor of Science,Physics,1.3,Yes,"Quantum Mechanics, Lab Equipment",Batangas City,Yes,1.0,Physics Specialist,Physics Specialist,Education,"Quantum Mechanics, Lab Equipment",Non-Profit,41k-50k
BSU05215,Student 5215,26,Female,2024,Bachelor of Elementary Education,General Education,1.46,Yes,General Skills,Nasugbu,Yes,3.0,General Education Specialist,General Education Specialist,Manufacturing,General Skills,Private,41k-50k
BSU06030,Student 6030,20,Male,2022,Bachelor of Elementary Education,General Education,1.19,Yes,General Skills,Nasugbu,Yes,3.0,General Education Specialist,General Education Specialist,Education,General Skills,Non-Profit,21k-30k
BSU01781,Student 1781,26,Male,2020,Bachelor of Science in Criminology,Criminology,1.86,No,"Law Enforcement, Crime Scene Investigation",Lemery,No,,Unemployed,,,,,
BSU05448,Student 5448,25,Female,2020,Bachelor of Science in Agriculture,Animal Science,1.97,Yes,"Animal Care, Feeding Management",Lipa,No,,Unemployed,,,,,
BSU04607,Student 4607,22,Female,2022,Bachelor of Industrial Technology,Automotive Technology,1.18,No,"Engine Repair, Diagnostics",Batangas City,No,,Unemployed,,,,,
BSU06915,Student 6915,20,Male,2023,Bachelor of Science in Agriculture,Animal Science,1.42,Yes,"Animal Care, Feeding Management",Nasugbu,Yes,3.0,Animal Science Specialist,Animal Science Specialist,Government,"Animal Care, Feeding Management",Public,15k-20k
BSU00677,Student 677,23,Male,2021,Bachelor of Science in Agriculture,Agronomy,1.24,Yes,"Crop Management, Soil Analysis",Lemery,Yes,2.0,Agronomy Specialist,Agronomy Specialist,Agriculture,"Crop Management, Soil Analysis",Private,15k-20k
BSU03583,Student 3583,26,Female,2020,Bachelor of Science,Mathematics,1.33,No,"Mathematica, Data Analysis",Lemery,Yes,3.0,Mathematics Specialist,Mathematics Specialist,IT,"Mathematica, Data Analysis",Non-Profit,31k-40k
BSU03654,Student 3654,20,Male,2022,Bachelor of Arts,English,1.61,Yes,"Literary Analysis, Writing",Lemery,Yes,3.0,English Specialist,English Specialist,Healthcare,"Literary Analysis, Writing",Private,31k-40k
BSU07921,Student 7921,22,Male,2023,Bachelor of Elementary Education,General Education,1.3,No,General Skills,Batangas City,No,,Unemployed,,,,,
BSU09500,Student 9500,20,Male,2023,Bachelor of Industrial Technology,Automotive Technology,1.95,No,"Diagnostics, Engine Repair",Lipa,Yes,3.0,Automotive Technology Specialist,Automotive Technology Specialist,Media,"Diagnostics, Engine Repair",Private,31k-40k
BSU02733,Student 2733,26,Female,2023,Bachelor of Science in Criminology,Criminology,1.23,No,"Crime Scene Investigation, Law Enforcement",Lipa,Yes,3.0,Criminology Specialist,Criminology Specialist,Government,"Crime Scene Investigation, Law Enforcement",Private,31k-40k
BSU04788,Student 4788,21,Male,2023,Bachelor of Science in Nursing,Nursing,1.87,No,"Vitals Monitoring, First Aid",Nasugbu,Yes,1.0,Nursing Specialist,Nursing Specialist,IT,"Vitals Monitoring, First Aid",Non-Profit,41k-50k
BSU02755,Student 2755,23,Male,2024,Bachelor of Public Administration,Public Administration,1.05,Yes,"Budgeting, Governance",Tanauan,Yes,3.0,Public Administration Specialist,Public Administration Specialist,Law Enforcement,"Budgeting, Governance",Public,21k-30k
BSU02338,Student 2338,21,Female,2022,Bachelor of Industrial Technology,Electrical Technology,1.81,No,"Wiring, Circuit Design",Lipa,Yes,2.0,Electrical Technology Specialist,Electrical Technology Specialist,Media,"Wiring, Circuit Design",Public,41k-50k
BSU03644,Student 3644,24,Male,2024,Bachelor of Public Administration,Public Administration,1.53,No,"Budgeting, Governance",Lipa,No,,Unemployed,,,,,
BSU07738,Student 7738,20,Male,2021,Bachelor of Arts,English,1.26,No,"Editing, Literary Analysis",Tanauan,No,,Unemployed,,,,,
BSU05517,Student 5517,21,Male,2023,Bachelor of Arts,Communication,1.55,Yes,"Editing, Writing",Lemery,No,,Unemployed,,,,,
BSU05247,Student 5247,21,Female,2023,Bachelor of Arts,Political Science,1.21,Yes,"Policy Analysis, Research",Lemery,Yes,3.0,Political Science Specialist,Political Science Specialist,IT,"Policy Analysis, Research",Non-Profit,21k-30k
BSU00867,Student 867,23,Female,2020,Bachelor of Public Administration,Public Administration,1.5,No,"Governance, Budgeting",Nasugbu,No,,Unemployed,,,,,
BSU04448,Student 4448,25,Male,2021,Bachelor of Science in Nursing,Nursing,1.51,No,"Vitals Monitoring, Patient Care",Batangas City,Yes,1.0,Nursing Specialist,Nursing Specialist,Agriculture,"Vitals Monitoring, Patient Care",Non-Profit,31k-40k
BSU05072,Student 5072,21,Female,2022,Bachelor of Arts,English,1.33,No,"Literary Analysis, Editing",Tanauan,No,,Unemployed,,,,,
BSU04882,Student 4882,26,Female,2020,Bachelor of Secondary Education,Social Studies,1.2,No,"History, Geography",Batangas City,Yes,1.0,Social Studies Specialist,Social Studies Specialist,Manufacturing,"History, Geography",Non-Profit,21k-30k
BSU09511,Student 9511,23,Male,2021,Bachelor of Science in Agriculture,Agronomy,1.36,Yes,"Crop Management, Soil Analysis",Nasugbu,Yes,2.0,Agronomy Specialist,Agronomy Specialist,Government,"Crop Management, Soil Analysis",Public,15k-20k
BSU03003,Student 3003,20,Male,2020,Bachelor of Elementary Education,General Education,1.31,No,General Skills,Batangas City,No,,Unemployed,,,,,
BSU02226,Student 2226,20,Male,2020,Bachelor of Science in Nursing,Nursing,1.55,Yes,"Vitals Monitoring, Patient Care",Batangas City,Yes,1.0,Nursing Specialist,Nursing Specialist,IT,"Vitals Monitoring, Patient Care",Public,21k-30k
BSU09057,Student 9057,23,Male,2024,Bachelor of Public Administration,Public Administration,1.89,Yes,"Governance, Budgeting",Lemery,No,,Unemployed,,,,,
BSU04827,Student 4827,22,Male,2023,Bachelor of Industrial Technology,Electrical Technology,1.34,No,"Circuit Design, Wiring",Lipa,No,,Unemployed,,,,,
BSU07622,Student 7622,22,Male,2024,Bachelor of Science in Agriculture,Animal Science,1.72,No,"Feeding Management, Animal Care",Batangas City,Yes,2.0,Animal Science Specialist,Animal Science Specialist,Law Enforcement,"Feeding Management, Animal Care",Non-Profit,15k-20k
BSU09690,Student 9690,25,Female,2021,Bachelor of Science,Computer Science,1.81,Yes,"Algorithms, Machine Learning",Lemery,Yes,3.0,Computer Science Specialist,Computer Science Specialist,IT,"Algorithms, Machine Learning",Public,21k-30k
BSU05501,Student 5501,20,Male,2020,Bachelor of Science in Nursing,Nursing,1.66,Yes,"First Aid, Patient Care",Lipa,Yes,3.0,Nursing Specialist,Nursing Specialist,IT,"First Aid, Patient Care",Public,15k-20k
BSU09701,Student 9701,24,Male,2022,Bachelor of Arts,English,2.0,Yes,"Editing, Writing",Batangas City,No,,Unemployed,,,,,
BSU08479,Student 8479,23,Female,2020,Bachelor of Industrial Technology,Electronics Technology,1.97,No,"Soldering, Microcontrollers",Tanauan,No,,Unemployed,,,,,
BSU05503,Student 5503,20,Female,2022,Bachelor of Science in Criminology,Criminology,1.08,No,"Crime Scene Investigation, Law Enforcement",Nasugbu,No,,Unemployed,,,,,
BSU01211,Student 1211,22,Male,2020,Bachelor of Science,Information Technology,1.31,Yes,"SQL, CSS",Lemery,Yes,2.0,Information Technology Specialist,Information Technology Specialist,Education,"SQL, CSS",Public,21k-30k
BSU09084,Student 9084,20,Male,2023,Bachelor of Science in Nursing,Nursing,1.9,Yes,"Vitals Monitoring, First Aid",Lemery,No,,Unemployed,,,,,
BSU02289,Student 2289,20,Male,2023,Bachelor of Science in Criminology,Criminology,1.81,Yes,"Crime Scene Investigation, Law Enforcement",Batangas City,No,,Unemployed,,,,,
BSU02184,Student 2184,21,Female,2024,Bachelor of Science in Agriculture,Animal Science,1.36,No,"Animal Care, Feeding Management",Nasugbu,Yes,1.0,Animal Science Specialist,Animal Science Specialist,Law Enforcement,"Animal Care, Feeding Management",Private,15k-20k
BSU02863,Student 2863,22,Female,2022,Bachelor of Science,Biology,1.94,No,"PCR, Data Analysis",Nasugbu,Yes,2.0,Biology Specialist,Biology Specialist,Agriculture,"PCR, Data Analysis",Public,15k-20k
BSU06862,Student 6862,26,Male,2022,Bachelor of Public Administration,Public Administration,1.99,Yes,"Governance, Budgeting",Lipa,Yes,2.0,Public Administration Specialist,Public Administration Specialist,Education,"Governance, Budgeting",Non-Profit,31k-40k
BSU02363,Student 2363,23,Female,2022,Bachelor of Arts,Political Science,1.38,No,"Policy Analysis, Research",Nasugbu,Yes,3.0,Political Science Specialist,Political Science Specialist,Education,"Policy Analysis, Research",Public,41k-50k
BSU08464,Student 8464,21,Male,2020,Bachelor of Elementary Education,General Education,1.69,No,General Skills,Lemery,No,,Unemployed,,,,,
BSU06333,Student 6333,24,Female,2021,Bachelor of Public Administration,Public Administration,1.92,Yes,"Budgeting, Governance",Lemery,No,,Unemployed,,,,,
BSU04065,Student 4065,21,Male,2021,Bachelor of Science in Agriculture,Animal Science,1.7,No,"Feeding Management, Animal Care",Batangas City,No,,Unemployed,,,,,
BSU09547,Student 9547,21,Male,2022,Bachelor of Industrial Technology,Electrical Technology,1.22,Yes,"Circuit Design, Wiring",Tanauan,Yes,1.0,Electrical Technology Specialist,Electrical Technology Specialist,IT,"Circuit Design, Wiring",Non-Profit,21k-30k
BSU00618,Student 618,21,Female,2021,Bachelor of Science in Criminology,Criminology,1.22,Yes,"Crime Scene Investigation, Law Enforcement",Nasugbu,Yes,3.0,Criminology Specialist,Criminology Specialist,Government,"Crime Scene Investigation, Law Enforcement",Public,41k-50k
BSU03282,Student 3282,22,Female,2020,Bachelor of Elementary Education,General Education,1.05,Yes,General Skills,Lemery,No,,Unemployed,,,,,
BSU05227,Student 5227,23,Male,2020,Bachelor of Industrial Technology,Electrical Technology,1.36,Yes,"Circuit Design, Wiring",Lipa,No,,Unemployed,,,,,
BSU03398,Student 3398,24,Female,2021,Bachelor of Public Administration,Public Administration,1.81,No,"Budgeting, Governance",Nasugbu,No,,Unemployed,,,,,
BSU03066,Student 3066,23,Female,2021,Bachelor of Science,Physics,1.06,No,"Lab Equipment, Quantum Mechanics",Nasugbu,No,,Unemployed,,,,,
BSU00767,Student 767,26,Female,2022,Bachelor of Secondary Education,Science,1.67,Yes,General Skills,Lipa,Yes,3.0,Science Specialist,Science Specialist,Education,General Skills,Non-Profit,41k-50k
BSU07079,Student 7079,20,Female,2023,Bachelor of Science in Nursing,Nursing,1.63,Yes,"Vitals Monitoring, Patient Care",Lemery,Yes,2.0,Nursing Specialist,Nursing Specialist,IT,"Vitals Monitoring, Patient Care",Public,21k-30k
BSU05280,Student 5280,25,Male,2020,Bachelor of Industrial Technology,Electrical Technology,1.06,Yes,"Circuit Design, Wiring",Lemery,Yes,1.0,Electrical Technology Specialist,Electrical Technology Specialist,Government,"Circuit Design, Wiring",Public,31k-40k
BSU04150,Student 4150,21,Male,2024,Bachelor of Arts,English,1.56,Yes,"Writing, Literary Analysis",Tanauan,Yes,3.0,English Specialist,English Specialist,Media,"Writing, Literary Analysis",Public,21k-30k
BSU01145,Student 1145,24,Male,2021,Bachelor of Industrial Technology,Automotive Technology,1.83,Yes,"Diagnostics, Engine Repair",Batangas City,Yes,1.0,Automotive Technology Specialist,Automotive Technology Specialist,Media,"Diagnostics, Engine Repair",Public,15k-20k
BSU04249,Student 4249,26,Male,2020,Bachelor of Science,Information Technology,1.3,Yes,"Java, HTML",Tanauan,Yes,3.0,Information Technology Specialist,Information Technology Specialist,IT,"Java, HTML",Private,21k-30k
BSU04111,Student 4111,23,Female,2020,Bachelor of Science,Physics,1.95,Yes,"Lab Equipment, Quantum Mechanics",Nasugbu,Yes,2.0,Physics Specialist,Physics Specialist,Agriculture,"Lab Equipment, Quantum Mechanics",Non-Profit,15k-20k
BSU00463,Student 463,25,Male,2023,Bachelor of Science in Nursing,Nursing,1.16,No,"First Aid, Patient Care",Tanauan,No,,Unemployed,,,,,
BSU02933,Student 2933,20,Male,2024,Bachelor of Elementary Education,General Education,1.63,No,General Skills,Lemery,No,,Unemployed,,,,,
